No,Ro,Lv,Part,Type,PN,A
1471,30,novice,reading,short-single,38,3
1472,30,novice,reading,short-single,39,3
1473,30,novice,reading,short-single,40,4
1474,30,novice,reading,long-single,51,3
1475,30,novice,reading,long-single,55,2
1476,30,novice,reading,long-single,57,1
1477,30,novice,vocab,short-multi,3,2
1478,30,novice,vocab,short-multi,4,3
1479,30,novice,vocab,short-multi,6,2
1480,30,novice,vocab,short-multi,7,4
1481,30,novice,vocab,short-multi,8,3
1482,30,novice,vocab,short-single,9,2
1483,30,novice,vocab,short-single,10,3
1484,30,novice,vocab,short-single,11,4
1485,30,novice,vocab,short-single,12,1
1486,30,novice,vocab,short-single,13,2
1487,30,novice,vocab,short-single,14,4
1488,30,novice,vocab,short-single,15,3
1489,30,novice,vocab,short-multi,16,1
1490,30,novice,vocab,short-multi,17,1
1491,30,novice,vocab,short-multi,18,3
1492,30,novice,vocab,short-multi,19,2
1493,30,novice,vocab,short-multi,20,4
1494,30,novice,vocab,short-multi,21,4
1495,30,novice,vocab,short-multi,22,2
1496,30,novice,vocab,long-multi,25,1
1497,30,novice,vocab,long-multi,26,2
1498,30,novice,vocab,long-multi,27,1
1499,30,novice,vocab,long-multi,28,3
1500,30,novice,vocab,long-single,29,4
1501,30,novice,vocab,long-single,30,2
1502,30,novice,writing,short-multi,31,1
1503,30,novice,writing,short-multi,32,3
1504,30,novice,writing,short-multi,33,4
1505,30,novice,writing,short-multi,34,2
1506,30,novice,writing,short-multi,35,1
1507,30,novice,writing,long-single,38,2
1508,31,novice,reading,short-single,37,3
1509,31,novice,reading,short-single,38,1
1510,31,novice,reading,short-single,39,4
1511,31,novice,reading,short-single,40,1
1512,31,novice,reading,long-single,51,2
1513,31,novice,reading,long-single,55,2
1514,31,novice,reading,long-single,57,1
1515,31,novice,vocab,short-multi,3,1
1516,31,novice,vocab,short-multi,4,4
1517,31,novice,vocab,short-multi,6,4
1518,31,novice,vocab,short-multi,7,3
1519,31,novice,vocab,short-multi,8,2
1520,31,novice,vocab,short-single,9,2
1521,31,novice,vocab,short-single,10,1
1522,31,novice,vocab,short-single,11,4
1523,31,novice,vocab,short-single,12,3
1524,31,novice,vocab,short-single,13,2
1525,31,novice,vocab,short-single,14,3
1526,31,novice,vocab,short-single,15,1
1527,31,novice,vocab,short-multi,16,1
1528,31,novice,vocab,short-multi,17,3
1529,31,novice,vocab,short-multi,18,4
1530,31,novice,vocab,short-multi,19,4
1531,31,novice,vocab,short-multi,20,1
1532,31,novice,vocab,short-multi,21,2
1533,31,novice,vocab,short-multi,22,1
1534,31,novice,vocab,long-multi,25,3
1535,31,novice,vocab,long-multi,26,4
1536,31,novice,vocab,long-multi,27,2
1537,31,novice,vocab,long-multi,28,3
1538,31,novice,vocab,long-single,29,2
1539,31,novice,vocab,long-single,30,4
1540,31,novice,writing,short-multi,31,4
1541,31,novice,writing,short-multi,32,2
1542,31,novice,writing,short-multi,33,3
1543,31,novice,writing,short-multi,34,4
1544,31,novice,writing,short-multi,35,1
1545,31,novice,writing,long-single,38,1
1546,32,novice,reading,short-single,37,2
1547,32,novice,reading,short-single,38,2
1548,32,novice,reading,short-single,39,4
1549,32,novice,reading,short-single,40,4
1550,32,novice,reading,long-single,51,4
1551,32,novice,reading,long-single,55,2
1552,32,novice,reading,long-single,57,2
1553,32,novice,vocab,short-multi,3,2
1554,32,novice,vocab,short-multi,4,3
1555,32,novice,vocab,short-multi,5,2
1556,32,novice,vocab,short-multi,6,3
1557,32,novice,vocab,short-multi,7,1
1558,32,novice,vocab,short-multi,8,4
1559,32,novice,vocab,short-single,9,1
1560,32,novice,vocab,short-single,10,2
1561,32,novice,vocab,short-single,11,3
1562,32,novice,vocab,short-single,12,4
1563,32,novice,vocab,short-single,13,4
1564,32,novice,vocab,short-single,14,2
1565,32,novice,vocab,short-single,15,3
1566,32,novice,vocab,short-multi,16,1
1567,32,novice,vocab,short-multi,17,3
1568,32,novice,vocab,short-multi,18,4
1569,32,novice,vocab,short-multi,19,4
1570,32,novice,vocab,short-multi,20,1
1571,32,novice,vocab,short-multi,21,3
1572,32,novice,vocab,short-multi,22,2
1573,32,novice,vocab,long-multi,25,4
1574,32,novice,vocab,long-multi,26,4
1575,32,novice,vocab,long-multi,27,1
1576,32,novice,vocab,long-multi,28,2
1577,32,novice,vocab,long-single,29,4
1578,32,novice,vocab,long-single,30,2
1579,32,novice,writing,short-multi,31,4
1580,32,novice,writing,short-multi,32,2
1581,32,novice,writing,short-multi,33,1
1582,32,novice,writing,short-multi,34,3
1583,32,novice,writing,short-multi,35,3
1584,32,novice,writing,long-single,38,4
1585,33,novice,reading,short-single,37,2
1586,33,novice,reading,short-single,38,4
1587,33,novice,reading,short-single,39,1
1588,33,novice,reading,short-single,40,3
1589,33,novice,reading,long-single,51,1
1590,33,novice,reading,long-single,55,3
1591,33,novice,reading,long-single,57,1
1592,33,novice,vocab,short-multi,4,3
1593,33,novice,vocab,short-multi,5,1
1594,33,novice,vocab,short-multi,6,1
1595,33,novice,vocab,short-multi,7,3
1596,33,novice,vocab,short-multi,8,2
1597,33,novice,vocab,short-single,9,4
1598,33,novice,vocab,short-single,10,1
1599,33,novice,vocab,short-single,11,1
1600,33,novice,vocab,short-single,12,2
1601,33,novice,vocab,short-single,13,3
1602,33,novice,vocab,short-single,14,2
1603,33,novice,vocab,short-single,15,1
1604,33,novice,vocab,short-multi,16,2
1605,33,novice,vocab,short-multi,17,3
1606,33,novice,vocab,short-multi,18,2
1607,33,novice,vocab,short-multi,19,4
1608,33,novice,vocab,short-multi,20,1
1609,33,novice,vocab,short-multi,21,2
1610,33,novice,vocab,short-multi,22,3
1611,33,novice,vocab,long-multi,25,4
1612,33,novice,vocab,long-multi,26,1
1613,33,novice,vocab,long-multi,27,4
1614,33,novice,vocab,long-multi,28,1
1615,33,novice,vocab,long-single,29,4
1616,33,novice,vocab,long-single,30,4
1617,33,novice,writing,short-multi,31,2
1618,33,novice,writing,short-multi,32,3
1619,33,novice,writing,short-multi,33,2
1620,33,novice,writing,short-multi,34,1
1621,33,novice,writing,short-multi,35,3
1622,33,novice,writing,long-single,38,1
1623,34,novice,reading,short-single,37,3
1624,34,novice,reading,short-single,38,1
1625,34,novice,reading,short-single,39,2
1626,34,novice,reading,short-single,40,4
1627,34,novice,reading,long-single,51,2
1628,34,novice,reading,long-single,55,2
1629,34,novice,reading,long-single,57,3
1630,34,novice,vocab,short-multi,3,1
1631,34,novice,vocab,short-multi,4,2
1632,34,novice,vocab,short-multi,6,1
1633,34,novice,vocab,short-multi,7,4
1634,34,novice,vocab,short-multi,8,4
1635,34,novice,vocab,short-single,9,3
1636,34,novice,vocab,short-single,10,1
1637,34,novice,vocab,short-single,11,4
1638,34,novice,vocab,short-single,12,2
1639,34,novice,vocab,short-single,13,3
1640,34,novice,vocab,short-single,14,3
1641,34,novice,vocab,short-single,15,2
1642,34,novice,vocab,short-multi,16,1
1643,34,novice,vocab,short-multi,17,4
1644,34,novice,vocab,short-multi,18,1
1645,34,novice,vocab,short-multi,19,3
1646,34,novice,vocab,short-multi,20,1
1647,34,novice,vocab,short-multi,21,4
1648,34,novice,vocab,short-multi,22,3
1649,34,novice,vocab,long-multi,25,1
1650,34,novice,vocab,long-multi,26,2
1651,34,novice,vocab,long-multi,27,3
1652,34,novice,vocab,long-multi,28,2
1653,34,novice,vocab,long-single,29,3
1654,34,novice,vocab,long-single,30,2
1655,34,novice,writing,short-multi,31,1
1656,34,novice,writing,short-multi,32,3
1657,34,novice,writing,short-multi,33,2
1658,34,novice,writing,short-multi,34,2
1659,34,novice,writing,short-multi,35,4
1660,34,novice,writing,long-single,38,3
1661,35,I,reading,short-single,34,4
1662,35,I,reading,short-single,35,1
1663,35,I,reading,short-single,36,3
1664,35,I,reading,short-single,37,3
1665,35,I,reading,short-single,38,1
1666,35,I,reading,short-single,39,1
1667,35,I,reading,long-single,49,2
1668,35,I,reading,long-single,51,1
1669,35,I,reading,long-single,53,4
1670,35,I,reading,long-single,55,3
1671,35,I,reading,long-single,61,1
1672,35,I,reading,long-single,65,2
1673,35,I,reading,long-single,67,1
1674,35,I,reading,long-single,68,3
1675,35,I,reading,long-single,69,4
1676,35,II,reading,short-single,1,3
1677,35,II,reading,short-single,2,4
1678,35,II,reading,long-single,16,2
1679,35,II,reading,long-single,17,3
1680,35,II,reading,long-single,18,3
1681,35,II,reading,long-single,19,2
1682,35,II,reading,long-single,21,1
1683,35,II,reading,long-single,28,3
1684,35,II,reading,long-single,29,4
1685,35,II,reading,long-single,30,4
1686,35,II,reading,long-single,31,1
1687,35,II,reading,long-single,45,3
1688,35,II,reading,long-single,49,1
1689,36,I,reading,short-single,34,1
1690,36,I,reading,short-single,35,3
1691,36,I,reading,short-single,36,3
1692,36,I,reading,short-single,37,4
1693,36,I,reading,short-single,38,1
1694,36,I,reading,short-single,39,2
1695,36,I,reading,long-single,49,3
1696,36,I,reading,long-single,51,4
1697,36,I,reading,long-single,53,3
1698,36,I,reading,long-single,55,1
1699,36,I,reading,long-single,61,3
1700,36,I,reading,long-single,65,3
1701,36,I,reading,long-single,67,4
1702,36,I,reading,long-single,69,1
1703,36,II,reading,short-single,1,2
1704,36,II,reading,short-single,2,4
1705,36,II,reading,long-single,16,1
1706,36,II,reading,long-single,17,1
1707,36,II,reading,long-single,18,2
1708,36,II,reading,long-single,19,2
1709,36,II,reading,long-single,21,2
1710,36,II,reading,long-single,28,2
1711,36,II,reading,long-single,29,1
1712,36,II,reading,long-single,30,1
1713,36,II,reading,long-single,31,4
1714,36,II,reading,long-single,45,3
1715,36,II,reading,long-single,49,1
1716,37,I,reading,short-single,34,1
1717,37,I,reading,short-single,35,4
1718,37,I,reading,short-single,36,2
1719,37,I,reading,short-single,37,1
1720,37,I,reading,short-single,38,3
1721,37,I,reading,short-single,39,2
1722,37,I,reading,long-single,49,1
1723,37,I,reading,long-single,51,3
1724,37,I,reading,long-single,53,3
1725,37,I,reading,long-single,55,3
1726,37,I,reading,long-single,61,3
1727,37,I,reading,long-single,65,1
1728,37,I,reading,long-single,67,4
1729,37,I,reading,long-single,69,4
1730,37,II,reading,short-single,1,1
1731,37,II,reading,short-single,2,1
1732,37,II,reading,long-single,16,4
1733,37,II,reading,long-single,17,1
1734,37,II,reading,long-single,18,3
1735,37,II,reading,long-single,19,2
1736,37,II,reading,long-single,21,1
1737,37,II,reading,long-single,28,3
1738,37,II,reading,long-single,29,2
1739,37,II,reading,long-single,30,4
1740,37,II,reading,long-single,31,1
1741,37,II,reading,long-single,45,3
1742,37,II,reading,long-single,49,4
1743,41,I,reading,short-single,34,1
1744,41,I,reading,short-single,35,4
1745,41,I,reading,short-single,36,3
1746,41,I,reading,short-single,37,2
1747,41,I,reading,short-single,38,1
1748,41,I,reading,short-single,39,1
1749,41,I,reading,long-single,49,4
1750,41,I,reading,long-single,51,2
1751,41,I,reading,long-single,53,4
1752,41,I,reading,long-single,55,4
1753,41,I,reading,long-single,61,2
1754,41,I,reading,long-single,65,4
1755,41,I,reading,long-single,67,1
1756,41,I,reading,long-single,69,3
1757,41,II,reading,short-single,1,1
1758,41,II,reading,short-single,2,2
1759,41,II,reading,long-single,16,4
1760,41,II,reading,long-single,17,4
1761,41,II,reading,long-single,18,1
1762,41,II,reading,long-single,19,1
1763,41,II,reading,long-single,21,4
1764,41,II,reading,long-single,28,2
1765,41,II,reading,long-single,29,3
1766,41,II,reading,long-single,30,1
1767,41,II,reading,long-single,31,2
1768,41,II,reading,long-single,45,3
1769,41,II,reading,long-single,49,1
1770,47,I,reading,short-single,34,4
1771,47,I,reading,short-single,35,1
1772,47,I,reading,short-single,36,1
1773,47,I,reading,short-single,37,2
1774,47,I,reading,short-single,38,2
1775,47,I,reading,short-single,39,1
1776,47,I,reading,long-single,49,3
1777,47,I,reading,long-single,51,2
1778,47,I,reading,long-single,53,4
1779,47,I,reading,long-single,55,4
1780,47,I,reading,long-single,61,1
1781,47,I,reading,long-single,65,3
1782,47,I,reading,long-single,67,3
1783,47,I,reading,long-single,69,2
1784,47,II,reading,short-single,1,3
1785,47,II,reading,short-single,2,4
1786,47,II,reading,long-single,16,2
1787,47,II,reading,long-single,17,3
1788,47,II,reading,long-single,18,4
1789,47,II,reading,long-single,19,2
1790,47,II,reading,long-single,21,1
1791,47,II,reading,long-single,28,3
1792,47,II,reading,long-single,29,1
1793,47,II,reading,long-single,30,2
1794,47,II,reading,long-single,31,1
1795,47,II,reading,long-single,45,3
1796,47,II,reading,long-single,49,4
1797,52,I,reading,short-single,34,3
1798,52,I,reading,short-single,35,2
1799,52,I,reading,short-single,36,1
1800,52,I,reading,short-single,37,2
1801,52,I,reading,short-single,38,4
1802,52,I,reading,short-single,39,3
1803,52,I,reading,long-single,49,1
1804,52,I,reading,long-single,51,3
1805,52,I,reading,long-single,53,4
1806,52,I,reading,long-single,55,3
1807,52,I,reading,long-single,61,1
1808,52,I,reading,long-single,65,4
1809,52,I,reading,long-single,67,2
1810,52,I,reading,long-single,69,3
1811,52,II,reading,short-single,1,2
1812,52,II,reading,short-single,2,1
1813,52,II,reading,long-single,16,2
1814,52,II,reading,long-single,17,2
1815,52,II,reading,long-single,18,3
1816,52,II,reading,long-single,19,2
1817,52,II,reading,long-single,21,4
1818,52,II,reading,long-single,28,3
1819,52,II,reading,long-single,29,2
1820,52,II,reading,long-single,30,3
1821,52,II,reading,long-single,31,4
1822,52,II,reading,long-single,45,4
1823,52,II,reading,long-single,49,3
